"code","label"
"11H(WILLIAM OF MALEVAL)6","the hermit William of Maleval (the Great); possible attributes: book, coat of mail, dragon under feet, helmet, shield, rosary, T-shaped staff - martyrdom, suffering, misfortune, death of male saint"
"11H(WILLIAM OF MALEVAL)68","the hermit William of Maleval (the Great); possible attributes: book, coat of mail, dragon under feet, helmet, shield, rosary, T-shaped staff - death, deathbed of male saint"
"11H(WILLIAM OF MALEVAL)69","the hermit William of Maleval (the Great); possible attributes: book, coat of mail, dragon under feet, helmet, shield, rosary, T-shaped staff - maltreatment of corpse of male saint"
"11H(WILLIAM OF MALEVAL)7","the hermit William of Maleval (the Great); possible attributes: book, coat of mail, dragon under feet, helmet, shield, rosary, T-shaped staff - apotheosis, glory, triumph of male saint"
"11H(WILLIAM OF MALEVAL)8","the hermit William of Maleval (the Great); possible attributes: book, coat of mail, dragon under feet, helmet, shield, rosary, T-shaped staff - post-mortem occurrences ~ male saint"
"11H(WILLIAM OF MALEVAL)81","the hermit William of Maleval (the Great); possible attributes: book, coat of mail, dragon under feet, helmet, shield, rosary, T-shaped staff - finding, transportation of relics of male saint"
"11H(WILLIAM OF MALEVAL)82","the hermit William of Maleval (the Great); possible attributes: book, coat of mail, dragon under feet, helmet, shield, rosary, T-shaped staff - miracles occurring during handling of relics of male saint"
"11H(WILLIAM OF MALEVAL)83","the hermit William of Maleval (the Great); possible attributes: book, coat of mail, dragon under feet, helmet, shield, rosary, T-shaped staff - posthumous deeds, appearances of male saints"
"11H(WILLIAM OF MALEVAL)84","the hermit William of Maleval (the Great); possible attributes: book, coat of mail, dragon under feet, helmet, shield, rosary, T-shaped staff - beatification, canonization of male saint"
"11H(WILLIAM OF MALEVAL)9","the hermit William of Maleval (the Great); possible attributes: book, coat of mail, dragon under feet, helmet, shield, rosary, T-shaped staff - portrait of male saint"
"11H(WILLIBRORD)","the 'apostle of Frisia' and archbishop of Utrecht, Willibrord (of Echternach); possible attributes: cask (barrel), well (fountain), child (on a book), model of church, stone bottles"
"11H(WILLIBRORD)0","the 'apostle of Frisia' and archbishop of Utrecht, Willibrord (of Echternach); possible attributes: cask (barrel), well (fountain), child (on a book), model of church, stone bottles - male saint represented in a group"
"11H(WILLIBRORD)1","the 'apostle of Frisia' and archbishop of Utrecht, Willibrord (of Echternach); possible attributes: cask (barrel), well (fountain), child (on a book), model of church, stone bottles - specific aspects ~ male saint"
"11H(WILLIBRORD)11","the 'apostle of Frisia' and archbishop of Utrecht, Willibrord (of Echternach); possible attributes: cask (barrel), well (fountain), child (on a book), model of church, stone bottles - male saint as patron, protector, intercessor"
"11H(WILLIBRORD)119","the 'apostle of Frisia' and archbishop of Utrecht, Willibrord (of Echternach); possible attributes: cask (barrel), well (fountain), child (on a book), model of church, stone bottles - male saint protecting devotees with cloak, 'Schutzmantel'"
"11H(WILLIBRORD)12","the 'apostle of Frisia' and archbishop of Utrecht, Willibrord (of Echternach); possible attributes: cask (barrel), well (fountain), child (on a book), model of church, stone bottles - male saint writing, studying, teaching, dictating (e.g. as Doctor of the Church)"
"11H(WILLIBRORD)13","the 'apostle of Frisia' and archbishop of Utrecht, Willibrord (of Echternach); possible attributes: cask (barrel), well (fountain), child (on a book), model of church, stone bottles - male saint as founder of Order"
"11H(WILLIBRORD)131","the 'apostle of Frisia' and archbishop of Utrecht, Willibrord (of Echternach); possible attributes: cask (barrel), well (fountain), child (on a book), model of church, stone bottles - male saint ~ confirmation of Order, approval of Rule(s)"
"11H(WILLIBRORD)2","the 'apostle of Frisia' and archbishop of Utrecht, Willibrord (of Echternach); possible attributes: cask (barrel), well (fountain), child (on a book), model of church, stone bottles - early life of male saint"
"11H(WILLIBRORD)3","personal devotion of St. Willibrord"
"11H(WILLIBRORD)31","personal devotion of St. Willibrord - vocation, conversion of male saint"
"11H(WILLIBRORD)32","St. Willibrord consecrated bishop of Utrecht"
"11H(WILLIBRORD)33","personal devotion of St. Willibrord - renouncing worldly goods, ascetic life of male saint"
"11H(WILLIBRORD)34","personal devotion of St. Willibrord - vision(s), mystic marriage of male saint"
"11H(WILLIBRORD)35","personal devotion of St. Willibrord - temptation of male saint"
"11H(WILLIBRORD)36","personal devotion of St. Willibrord - penitence of male saint"
"11H(WILLIBRORD)37","personal devotion of St. Willibrord - male saint meditating, in ecstasy"
"11H(WILLIBRORD)4","non-miraculous activities and events ~ St. Willibrord"
"11H(WILLIBRORD)41","St. Willibrord preaching before the Frisians"
"11H(WILLIBRORD)42","St. Willibrord breaking the pagan idols"
"11H(WILLIBRORD)43","St. Willibrord giving drink to the thirsty"
"11H(WILLIBRORD)5","miraculous activities and events ~ St. Willibrord"
"11H(WILLIBRORD)51","St. Willibrord multiplies wine by putting his staff in the cask"
"11H(WILLIBRORD)59","miraculous activities and events ~ St. Willibrord - stigmatization of male saint"
"11H(WILLIBRORD)6","the 'apostle of Frisia' and archbishop of Utrecht, Willibrord (of Echternach); possible attributes: cask (barrel), well (fountain), child (on a book), model of church, stone bottles - martyrdom, suffering, misfortune, death of male saint"
"11H(WILLIBRORD)68","the 'apostle of Frisia' and archbishop of Utrecht, Willibrord (of Echternach); possible attributes: cask (barrel), well (fountain), child (on a book), model of church, stone bottles - death, deathbed of male saint"
"11H(WILLIBRORD)69","the 'apostle of Frisia' and archbishop of Utrecht, Willibrord (of Echternach); possible attributes: cask (barrel), well (fountain), child (on a book), model of church, stone bottles - maltreatment of corpse of male saint"
"11H(WILLIBRORD)7","the 'apostle of Frisia' and archbishop of Utrecht, Willibrord (of Echternach); possible attributes: cask (barrel), well (fountain), child (on a book), model of church, stone bottles - apotheosis, glory, triumph of male saint"
"11H(WILLIBRORD)8","the 'apostle of Frisia' and archbishop of Utrecht, Willibrord (of Echternach); possible attributes: cask (barrel), well (fountain), child (on a book), model of church, stone bottles - post-mortem occurrences ~ male saint"
"11H(WILLIBRORD)81","the 'apostle of Frisia' and archbishop of Utrecht, Willibrord (of Echternach); possible attributes: cask (barrel), well (fountain), child (on a book), model of church, stone bottles - finding, transportation of relics of male saint"
"11H(WILLIBRORD)82","the 'apostle of Frisia' and archbishop of Utrecht, Willibrord (of Echternach); possible attributes: cask (barrel), well (fountain), child (on a book), model of church, stone bottles - miracles occurring during handling of relics of male saint"
"11H(WILLIBRORD)83","the 'apostle of Frisia' and archbishop of Utrecht, Willibrord (of Echternach); possible attributes: cask (barrel), well (fountain), child (on a book), model of church, stone bottles - posthumous deeds, appearances of male saints"
"11H(WILLIBRORD)84","the 'apostle of Frisia' and archbishop of Utrecht, Willibrord (of Echternach); possible attributes: cask (barrel), well (fountain), child (on a book), model of church, stone bottles - beatification, canonization of male saint"
"11H(WILLIBRORD)9","the 'apostle of Frisia' and archbishop of Utrecht, Willibrord (of Echternach); possible attributes: cask (barrel), well (fountain), child (on a book), model of church, stone bottles - portrait of male saint"
"11H(ZENO)","the bishop of Verona, Zeno; possible attributes: fish dangling from rod or crozier, or lying on book at his feet, fishing-rod"
"11H(ZENO)0","the bishop of Verona, Zeno; possible attributes: fish dangling from rod or crozier, or lying on book at his feet, fishing-rod - male saint represented in a group"
"11H(ZENO)1","specific aspects ~ St. Zeno"
"11H(ZENO)11","bishop Zeno as angler"
"11H(ZENO)119","bishop Zeno as angler - male saint protecting devotees with cloak, 'Schutzmantel'"
"11H(ZENO)12","specific aspects ~ St. Zeno - male saint writing, studying, teaching, dictating (e.g. as Doctor of the Church)"
"11H(ZENO)13","specific aspects ~ St. Zeno - male saint as founder of Order"
"11H(ZENO)131","specific aspects ~ St. Zeno - male saint ~ confirmation of Order, approval of Rule(s)"
"11H(ZENO)2","the bishop of Verona, Zeno; possible attributes: fish dangling from rod or crozier, or lying on book at his feet, fishing-rod - early life of male saint"
"11H(ZENO)3","the bishop of Verona, Zeno; possible attributes: fish dangling from rod or crozier, or lying on book at his feet, fishing-rod - personal devotion of male saint"
"11H(ZENO)31","the bishop of Verona, Zeno; possible attributes: fish dangling from rod or crozier, or lying on book at his feet, fishing-rod - vocation, conversion of male saint"
"11H(ZENO)32","the bishop of Verona, Zeno; possible attributes: fish dangling from rod or crozier, or lying on book at his feet, fishing-rod - baptism, consecration, taking vows of male saint"
"11H(ZENO)33","the bishop of Verona, Zeno; possible attributes: fish dangling from rod or crozier, or lying on book at his feet, fishing-rod - renouncing worldly goods, ascetic life of male saint"
"11H(ZENO)34","the bishop of Verona, Zeno; possible attributes: fish dangling from rod or crozier, or lying on book at his feet, fishing-rod - vision(s), mystic marriage of male saint"
"11H(ZENO)35","the bishop of Verona, Zeno; possible attributes: fish dangling from rod or crozier, or lying on book at his feet, fishing-rod - temptation of male saint"
"11H(ZENO)36","the bishop of Verona, Zeno; possible attributes: fish dangling from rod or crozier, or lying on book at his feet, fishing-rod - penitence of male saint"
"11H(ZENO)37","the bishop of Verona, Zeno; possible attributes: fish dangling from rod or crozier, or lying on book at his feet, fishing-rod - male saint meditating, in ecstasy"
"11H(ZENO)4","the bishop of Verona, Zeno; possible attributes: fish dangling from rod or crozier, or lying on book at his feet, fishing-rod - non-miraculous activities and events ~ male saint"
"11H(ZENO)5","miraculous activities and events ~ St. Zeno"
"11H(ZENO)51","St. Zeno exorcizes the daughter of the emperor Gallienus; a demon issues from her mouth"
"11H(ZENO)59","miraculous activities and events ~ St. Zeno - stigmatization of male saint"
"11H(ZENO)6","the bishop of Verona, Zeno; possible attributes: fish dangling from rod or crozier, or lying on book at his feet, fishing-rod - martyrdom, suffering, misfortune, death of male saint"
"11H(ZENO)68","the bishop of Verona, Zeno; possible attributes: fish dangling from rod or crozier, or lying on book at his feet, fishing-rod - death, deathbed of male saint"
"11H(ZENO)69","the bishop of Verona, Zeno; possible attributes: fish dangling from rod or crozier, or lying on book at his feet, fishing-rod - maltreatment of corpse of male saint"
"11H(ZENO)7","the bishop of Verona, Zeno; possible attributes: fish dangling from rod or crozier, or lying on book at his feet, fishing-rod - apotheosis, glory, triumph of male saint"
"11H(ZENO)8","the bishop of Verona, Zeno; possible attributes: fish dangling from rod or crozier, or lying on book at his feet, fishing-rod - post-mortem occurrences ~ male saint"
"11H(ZENO)81","the bishop of Verona, Zeno; possible attributes: fish dangling from rod or crozier, or lying on book at his feet, fishing-rod - finding, transportation of relics of male saint"
"11H(ZENO)82","the bishop of Verona, Zeno; possible attributes: fish dangling from rod or crozier, or lying on book at his feet, fishing-rod - miracles occurring during handling of relics of male saint"
"11H(ZENO)83","the bishop of Verona, Zeno; possible attributes: fish dangling from rod or crozier, or lying on book at his feet, fishing-rod - posthumous deeds, appearances of male saints"
"11H(ZENO)84","the bishop of Verona, Zeno; possible attributes: fish dangling from rod or crozier, or lying on book at his feet, fishing-rod - beatification, canonization of male saint"
"11H(ZENO)9","the bishop of Verona, Zeno; possible attributes: fish dangling from rod or crozier, or lying on book at his feet, fishing-rod - portrait of male saint"
"11H(ZENOBIUS)","the bishop of Florence, Zenobius; possible attributes: fleur-de-lis (emblem of Florence) in his halo, on his cope or on a book"
"11H(ZENOBIUS)0","the bishop of Florence, Zenobius; possible attributes: fleur-de-lis (emblem of Florence) in his halo, on his cope or on a book - male saint represented in a group"
"11H(ZENOBIUS)1","the bishop of Florence, Zenobius; possible attributes: fleur-de-lis (emblem of Florence) in his halo, on his cope or on a book - specific aspects ~ male saint"
"11H(ZENOBIUS)11","the bishop of Florence, Zenobius; possible attributes: fleur-de-lis (emblem of Florence) in his halo, on his cope or on a book - male saint as patron, protector, intercessor"
"11H(ZENOBIUS)119","the bishop of Florence, Zenobius; possible attributes: fleur-de-lis (emblem of Florence) in his halo, on his cope or on a book - male saint protecting devotees with cloak, 'Schutzmantel'"
"11H(ZENOBIUS)12","the bishop of Florence, Zenobius; possible attributes: fleur-de-lis (emblem of Florence) in his halo, on his cope or on a book - male saint writing, studying, teaching, dictating (e.g. as Doctor of the Church)"
"11H(ZENOBIUS)13","the bishop of Florence, Zenobius; possible attributes: fleur-de-lis (emblem of Florence) in his halo, on his cope or on a book - male saint as founder of Order"
